Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Box Package Type (product.metafields.custom.box_package_type),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Gemstone type (product.metafields.shopify.gemstone-type),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Stone shape (product.metafields.shopify.stone-shape),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Arab Emirates,Price / United Arab Emirates,Compare At Price / United Arab Emirates,Included / Bahrain,Price / Bahrain,Compare At Price / Bahrain,Included / Kuwait,Price / Kuwait,Compare At Price / Kuwait,Included / Oman,Price / Oman,Compare At Price / Oman,Included / Qatar,Price / Qatar,Compare At Price / Qatar,Included / Rest Of the World,Price / Rest Of the World,Compare At Price / Rest Of the World,Included / Saudi,Price / Saudi,Compare At Price / Saudi,Status
trinity-blue-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,Trinity Blue Luxury Bridal Full Set with High-Quality Simulated Diamonds – Rhodium Plated,"<p class=""PDq2pG_selectionAnchorContainer"">Elevate your bridal elegance with the <strong>Trinity Blue Luxury Bridal Full Set</strong>, featuring high-quality simulated diamonds with beautiful blue accents that create a brilliant and sophisticated sparkle. The rich blue details add a distinctive touch of elegance, while the refined rhodium-plated finish enhances the brilliance and luxurious shine of the set.</p>
<p>Designed to complement <strong>GCC bridal fashion</strong>, the Trinity Blue set pairs beautifully with traditional Gulf bridal dresses, elegant kaftans, abayas, and modern wedding gowns. Perfect for <strong>weddings, engagements, henna nights, Eid celebrations, and formal evening occasions</strong>, this luxurious set adds a graceful and glamorous finishing touch to any special look.</p>
<p><strong>Highlights:</strong></p>
<ul>
<li>High-Quality Simulated Diamonds</li>
<li>Elegant Blue Stone Details</li>
<li>Rhodium-Plated Finish</li>
<li>Luxury Full Bridal Set</li>
<li>Sophisticated and Timeless Design</li>
<li>Perfect for GCC Weddings &amp; Engagements</li>
<li>Ideal for Henna Nights, Eid &amp; Special Occasions</li>
<li>Elegant Choice for Bridal Wear &amp; Gifting</li>
</ul>",OMNIASTORES UAE,Apparel & Accessories > Jewelry > Jewelry Sets,Luxury Sets,Luxury Sets,true,Color,blue,product.metafields.shopify.color-pattern,Ring size,a,product.metafields.shopify.ring-size,Bracelet size,16cm,,999028886C4B16,0.0,shopify,9,deny,manual,880.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Unknown_ca327107-1bf3-438b-8439-471716c5012a.jpg?v=1787991927,1,"",false,,,,,,blue,,,rhodium-plated-1,imitation-jewelry,choker,,a,,,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
trinity-blue-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,blue,,,a,,,18cm,,999028886C4B18,0.0,shopify,3,deny,manual,880.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/q_61e15446-39f3-4121-9842-b053460fb14f.jpg?v=1787991927,2,"",,,,,,,,,,,,,,,,,,,,,,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
trinity-blue-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/w_2bcc3731-4379-41f7-83bb-e3435603e7ff.jpg?v=1787991927,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trinity-blue-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/r_8c9d2fa5-eca9-4e1e-a7ef-5be318f691a4.jpg?v=1787991927,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trinity-blue-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/e_c687f742-d7a9-4182-9506-7b2de0322e30.jpg?v=1787991927,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seema-white-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,Seema White Luxury Bridal Full Set with High-Quality Simulated Diamonds – Rhodium Plated,"<p class=""PDq2pG_selectionAnchorContainer"">Elevate your bridal look with the <strong>Seema White Luxury Bridal Full Set</strong>, featuring high-quality simulated diamonds that create a brilliant and elegant sparkle. The refined rhodium-plated finish enhances the brilliance of the stones, giving the set a luxurious shine and timeless sophistication.</p>
<p>Designed to complement <strong>GCC bridal fashion</strong>, the Seema set pairs beautifully with traditional Gulf bridal dresses, elegant kaftans, abayas, and modern wedding gowns. Perfect for <strong>weddings, engagements, henna nights, Eid celebrations, and formal evening occasions</strong>, this elegant set adds a graceful and glamorous finishing touch to any special look.</p>
<p><strong>Highlights:</strong></p>
<ul>
<li>High-Quality Simulated Diamonds</li>
<li>Elegant White Bridal Design</li>
<li>Rhodium-Plated Finish</li>
<li>Luxury Full Bridal Set</li>
<li>Timeless and Sophisticated Style</li>
<li>Perfect for GCC Weddings &amp; Engagements</li>
<li>Ideal for Henna Nights, Eid &amp; Special Occasions</li>
<li>Elegant Choice for Bridal Wear &amp; Gifting</li>
</ul>",OMNIASTORES UAE,Apparel & Accessories > Jewelry > Jewelry Sets,Luxury Sets,Luxury Sets,true,Color,white,product.metafields.shopify.color-pattern,Ring size,a,product.metafields.shopify.ring-size,Bracelet size,16cm,,999030640C1B16,0.0,shopify,15,deny,manual,1100.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Unknown_2b4b809e-bc3d-4c87-b185-64a79a071adf.jpg?v=1787991019,1,"",false,,,,,,white,,,rhodium-plated-1,imitation-jewelry,pendant,,a,,,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
seema-white-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,white,,,a,,,18cm,,999030640C1B18,0.0,shopify,8,deny,manual,1100.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/q_2bedd93d-c9d7-4fae-9520-7c989cd97e1c.jpg?v=1787991019,2,"",,,,,,,,,,,,,,,,,,,,,,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
seema-white-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/w_098a91e0-e3eb-40aa-ad03-cd5b43666ff0.jpg?v=1787991019,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seema-white-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/r_747abdf0-a7aa-4567-a692-3aa590fb4e08.jpg?v=1787991019,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seema-white-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/e_bf9e69d8-54c3-4830-bb8a-713884d91e44.jpg?v=1787991019,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daryan-green-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,Daryan Green Luxury Bridal Full Set with High-Quality Simulated Diamonds – Rhodium Plated,"<p class=""PDq2pG_selectionAnchorContainer"">Elevate your bridal look with the <strong>Daryan Green Luxury Bridal Full Set</strong>, featuring high-quality simulated diamonds with elegant green accents that create a brilliant and sophisticated sparkle. The rich green details add a distinctive touch of luxury, while the refined rhodium-plated finish enhances the brilliance and shine of the set.</p>
<p>Designed to complement <strong>GCC bridal fashion</strong>, the Daryan Green set pairs beautifully with traditional Gulf bridal dresses, elegant kaftans, abayas, and modern wedding gowns. Perfect for <strong>weddings, engagements, henna nights, Eid celebrations, and formal evening occasions</strong>, this luxurious set adds a graceful and eye-catching finishing touch to any special look.</p>
<p><strong>Highlights:</strong></p>
<ul>
<li>High-Quality Simulated Diamonds</li>
<li>Elegant Green Stone Details</li>
<li>Rhodium-Plated Finish</li>
<li>Luxury Full Bridal Set</li>
<li>Sophisticated and Glamorous Design</li>
<li>Perfect for GCC Weddings &amp; Engagements</li>
<li>Ideal for Henna Nights, Eid &amp; Special Occasions</li>
<li>Elegant Choice for Bridal Wear &amp; Gifting</li>
</ul>",OMNIASTORES UAE,Apparel & Accessories > Jewelry > Jewelry Sets,Luxury Sets,Luxury Sets,true,Color,green,product.metafields.shopify.color-pattern,Ring size,a,product.metafields.shopify.ring-size,Bracelet size,16cm,,999031244C3B16,0.0,shopify,3,deny,manual,800.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Unknown_990298b0-5897-4fe1-a8ca-f40b091ad7ca.jpg?v=1787989749,1,"",false,,,,,,green,,,rhodium-plated-1,imitation-jewelry,pendant,,a,,,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
daryan-green-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,green,,,a,,,18cm,,999031244C3B18,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/q_e59a5ea8-4aba-41aa-965e-b67321df86ea.jpg?v=1787989749,2,"",,,,,,,,,,,,,,,,,,,,,,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
daryan-green-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/w_39d4f587-79d2-412c-b4ac-2222200fda3f.jpg?v=1787989749,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daryan-green-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/r_68f0907f-5c58-4306-8f66-44cd79845491.jpg?v=1787989749,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daryan-green-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/e_a08ed4c1-936a-496d-aa2b-21510d59db2c.jpg?v=1787989749,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daryan-blue-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,Daryan Blue Luxury Bridal Full Set with High-Quality Simulated Diamonds – Rhodium Plated,"<p class=""PDq2pG_selectionAnchorContainer"">Elevate your bridal look with the <strong>Daryan Blue Luxury Bridal Full Set</strong>, featuring high-quality simulated diamonds with elegant blue accents that create a brilliant and sophisticated sparkle. The rich blue details add a distinctive touch of elegance, while the refined rhodium-plated finish enhances the brilliance and luxurious shine of the set.</p>
<p>Designed to complement <strong>GCC bridal fashion</strong>, the Daryan Blue set pairs beautifully with traditional Gulf bridal dresses, elegant kaftans, abayas, and modern wedding gowns. Perfect for <strong>weddings, engagements, henna nights, Eid celebrations, and formal evening occasions</strong>, this stunning set adds a graceful and glamorous finishing touch to any special look.</p>
<p><strong>Highlights:</strong></p>
<ul>
<li>High-Quality Simulated Diamonds</li>
<li>Elegant Blue Stone Details</li>
<li>Rhodium-Plated Finish</li>
<li>Luxury Full Bridal Set</li>
<li>Sophisticated and Glamorous Design</li>
<li>Perfect for GCC Weddings &amp; Engagements</li>
<li>Ideal for Henna Nights, Eid &amp; Special Occasions</li>
<li>Elegant Choice for Bridal Wear &amp; Gifting</li>
</ul>",whatsapp,Apparel & Accessories > Jewelry > Jewelry Sets,"","",true,Color,blue,product.metafields.shopify.color-pattern,Ring size,a,product.metafields.shopify.ring-size,Bracelet size,16cm,,999031244C4B16,0.0,shopify,4,deny,manual,800.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Unknown_974a9c42-ffe4-409e-bb0e-31cf774075c1.jpg?v=1787989062,1,"",false,,,,,,blue,,,rhodium-plated-1,imitation-jewelry,pendant,,a,,,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
daryan-blue-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,blue,,,a,,,18cm,,999031244C4B18,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/q_f9519829-3679-4adc-9e09-d38258e669fe.jpg?v=1787989062,2,"",,,,,,,,,,,,,,,,,,,,,,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
daryan-blue-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/w_f8936423-26fe-4aad-b85c-65ebf375c3db.jpg?v=1787989062,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daryan-blue-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/t_db8a6d05-220e-4347-81d4-1f78d11b79d6.jpg?v=1787989062,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daryan-blue-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/r_07340823-d7da-45c9-9f3d-277684d0d937.jpg?v=1787989062,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daryan-red-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,Daryan Red Luxury Bridal Full Set with High-Quality Simulated Diamonds – Rhodium Plated,"<p class=""PDq2pG_selectionAnchorContainer"">Make a stunning statement on your special day with the <strong>Daryan Red Luxury Bridal Full Set</strong>, featuring high-quality simulated diamonds with elegant red accents that create a rich and glamorous sparkle. The vibrant red details add a bold touch of sophistication, while the refined rhodium-plated finish enhances the brilliance and luxurious shine of the set.</p>
<p>Designed to complement <strong>GCC bridal fashion</strong>, the Daryan Red set pairs beautifully with traditional Gulf bridal dresses, elegant kaftans, abayas, and modern wedding gowns. Perfect for <strong>weddings, engagements, henna nights, Eid celebrations, and formal evening occasions</strong>, this luxurious set adds a graceful and eye-catching finishing touch to any special look.</p>
<p><strong>Highlights:</strong></p>
<ul>
<li>High-Quality Simulated Diamonds</li>
<li>Elegant Red Stone Details</li>
<li>Rhodium-Plated Finish</li>
<li>Luxury Full Bridal Set</li>
<li>Sophisticated and Glamorous Design</li>
<li>Perfect for GCC Weddings &amp; Engagements</li>
<li>Ideal for Henna Nights, Eid &amp; Special Occasions</li>
<li>Elegant Choice for Bridal Wear &amp; Gifting</li>
</ul>",OMNIASTORES UAE,Apparel & Accessories > Jewelry > Jewelry Sets,Luxury Sets,Luxury Sets,true,Color,red,product.metafields.shopify.color-pattern,Ring size,a,product.metafields.shopify.ring-size,Bracelet size,16cm,,999031244C2B16,0.0,shopify,8,deny,manual,800.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Unknown_cd99e58d-f5d9-4000-a9d5-7c72d54cd5be.jpg?v=1787988314,1,"",false,,,,,,red,,,rhodium-plated-1,imitation-jewelry,pendant,,a,,,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
daryan-red-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,red,,,a,,,18cm,,999031244C2B18,0.0,shopify,4,deny,manual,800.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/q_e99f4d6e-8f78-4aeb-88af-f67620e09337.jpg?v=1787988314,2,"",,,,,,,,,,,,,,,,,,,,,,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
daryan-red-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/w_21b64848-de07-4b2f-9a24-d169d5f5579c.jpg?v=1787988314,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daryan-red-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/t_6e020643-c7aa-4d2b-b647-160dd5d3ac46.jpg?v=1787988314,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daryan-red-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/r_9ecfba12-a2ae-4a69-9dff-199be6cd44d8.jpg?v=1787988314,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simra-multicolor-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,Simra Multicolor Luxury Bridal Full Set with High-Quality Simulated Diamonds – Rhodium Plated,"<p class=""PDq2pG_selectionAnchorContainer"">Make a glamorous statement with the <strong>Simra Multicolor Luxury Bridal Full Set</strong>, featuring high-quality simulated diamonds in elegant multicolor accents that create a brilliant and eye-catching sparkle. The refined rhodium-plated finish enhances the shine of the stones, giving the set a luxurious and sophisticated appearance.</p>
<p>Designed to complement <strong>GCC bridal fashion</strong>, the Simra set pairs beautifully with traditional Gulf bridal dresses, elegant kaftans, abayas, and modern wedding gowns. Its vibrant multicolor details add a distinctive touch of elegance, making it perfect for <strong>weddings, engagements, henna nights, Eid celebrations, and formal evening occasions</strong>.</p>
<p><strong>Highlights:</strong></p>
<ul>
<li>High-Quality Simulated Diamonds</li>
<li>Elegant Multicolor Stone Details</li>
<li>Rhodium-Plated Finish</li>
<li>Luxury Full Bridal Set</li>
<li>Sophisticated and Glamorous Design</li>
<li>Perfect for GCC Weddings &amp; Engagements</li>
<li>Ideal for Henna Nights, Eid &amp; Special Occasions</li>
<li>Elegant Choice for Bridal Wear &amp; Gifting</li>
</ul>",OMNIASTORES UAE,Apparel & Accessories > Jewelry > Jewelry Sets,Luxury Sets,Luxury Sets,true,Color,multicolor,product.metafields.shopify.color-pattern,Ring size,a,product.metafields.shopify.ring-size,Bracelet size,16cm,,999031783C123B16,0.0,shopify,9,deny,manual,780.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Unknown_c705735f-4c13-48af-9794-94f2b10bd77f.jpg?v=1787840813,1,"",false,,,,,,multicolor,,,rhodium-plated-1,imitation-jewelry,pendant,,a,,,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
simra-multicolor-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,multicolor,,,a,,,18cm,,999031783C123B18,0.0,shopify,4,deny,manual,780.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/q_9050470b-7d41-4892-8407-28caec6f80a7.jpg?v=1787840814,2,"",,,,,,,,,,,,,,,,,,,,,,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
simra-multicolor-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/w_840a0604-b786-4958-a9ad-4bbf12efc33b.jpg?v=1787840814,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simra-multicolor-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/r_6c3d7ef6-767f-4833-8caf-ad12df3e2ea7.jpg?v=1787840813,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simra-multicolor-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/e_d26eb13a-7d5e-4425-8ed4-44207c04c583.jpg?v=1787840814,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kenzy-multicolor-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,Kenzy Multicolor Luxury Bridal Full Set with High-Quality Simulated Diamonds – Rhodium Plated,"<p class=""PDq2pG_selectionAnchorContainer"">Make a stunning statement on your special day with the <strong>Kenzy Multicolor Luxury Bridal Full Set</strong>, featuring high-quality simulated diamonds in elegant multicolor accents. The combination of vibrant stone details and a refined rhodium-plated finish creates a luxurious sparkle that adds sophistication and glamour to any bridal look.</p>
<p>Designed to complement <strong>GCC bridal fashion</strong>, the Kenzy set pairs beautifully with traditional Gulf bridal dresses, elegant kaftans, abayas, and modern wedding gowns. Its vibrant multicolor design makes it a distinctive choice for <strong>weddings, engagements, henna nights, Eid celebrations, and formal evening occasions</strong>.</p>
<p><strong>Highlights:</strong></p>
<ul>
<li>High-Quality Simulated Diamonds</li>
<li>Elegant Multicolor Stone Details</li>
<li>Rhodium-Plated Finish</li>
<li>Luxury Full Bridal Set</li>
<li>Sophisticated and Glamorous Design</li>
<li>Perfect for GCC Weddings &amp; Engagements</li>
<li>Ideal for Henna Nights, Eid &amp; Special Occasions</li>
<li>Elegant Choice for Bridal Wear &amp; Gifting</li>
</ul>",OMNIASTORES UAE,Apparel & Accessories > Jewelry > Jewelry Sets,Luxury Sets,Luxury Sets,true,Color,multicolor,product.metafields.shopify.color-pattern,Ring size,a,product.metafields.shopify.ring-size,Bracelet size,16cm,,999031611C54B16,0.0,shopify,10,deny,manual,980.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Unknown_0bc59e04-767c-4709-8220-956de2ccd530.jpg?v=1787840193,1,"",false,,,,,,multicolor,,,rhodium-plated-1,imitation-jewelry,pendant,,a,,,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
kenzy-multicolor-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,multicolor,,,a,,,18cm,,999031611C54B18,0.0,shopify,6,deny,manual,980.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/q_ac2305d0-c603-4e6b-b788-b9a3d68db6df.jpg?v=1787840193,2,"",,,,,,,,,,,,,,,,,,,,,,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
kenzy-multicolor-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/w_002b2dd7-e829-4b5a-ab00-8a43ad12f7cc.jpg?v=1787840193,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kenzy-multicolor-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/r_672f5ab8-0337-4df1-b202-ab84b459cdc6.jpg?v=1787840193,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kenzy-multicolor-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/e_76cf5697-bf32-4669-9f37-7b6e9e2bc876.jpg?v=1787840193,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daryan-white-luxury-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,Daryan White Luxury Bridal Full Set with High-Quality Simulated Diamonds – Rhodium Plated,"<p class=""PDq2pG_selectionAnchorContainer"">Elevate your bridal elegance with the <strong>Daryan White Luxury Bridal Full Set</strong>, featuring high-quality simulated diamonds that create a brilliant and sophisticated sparkle. The refined rhodium-plated finish enhances the brilliance of the stones, giving the set a luxurious shine and timeless appeal.</p>
<p>Designed to complement <strong>GCC bridal fashion</strong>, the Daryan set pairs beautifully with traditional Gulf bridal dresses, elegant kaftans, abayas, and modern wedding gowns. Perfect for <strong>weddings, engagements, henna nights, Eid celebrations, and formal evening occasions</strong>, this stunning set adds a graceful and glamorous finishing touch to any special look.</p>
<p><strong>Highlights:</strong></p>
<ul>
<li>High-Quality Simulated Diamonds</li>
<li>Elegant White Bridal Design</li>
<li>Rhodium-Plated Finish</li>
<li>Luxury Full Bridal Set</li>
<li>Timeless and Sophisticated Style</li>
<li>Perfect for GCC Weddings &amp; Engagements</li>
<li>Ideal for Henna Nights, Eid &amp; Special Occasions</li>
<li>Elegant Choice for Bridal Wear &amp; Gifting</li>
</ul>",OMNIASTORES UAE,Apparel & Accessories > Jewelry > Jewelry Sets,Luxury Sets,Luxury Sets,true,Color,white,product.metafields.shopify.color-pattern,Ring size,a,product.metafields.shopify.ring-size,Bracelet size,16cm,,999031244C1B16,0.0,shopify,7,deny,manual,800.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Unknowndar.jpg?v=1787829445,1,"",false,,,,,,white,,,rhodium-plated-1,imitation-jewelry,pendant,,a,,,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
